Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.10395431518555,86336000
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.09452438354492,95839600
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.32795715332031,74670800
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.75471496582031,101672400
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.54251480102539,118263600
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.228641510009766,137547200
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.26636505126953,124773600
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.077735900878906,129700400
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.73349380493164,108434400
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.7429313659668,130756400
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.078025817871094,204420400
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.34474182128906,166116000
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.43905258178711,156572000
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.602020263671875,202561600
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.36859893798828,184192800
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.4770622253418,129915600
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.559593200683594,188923200
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,37.843082427978516,346375200
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,36.897605895996094,290954000
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.43962478637695,272975200
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.616729736328125,206434400
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.5816535949707,217562000
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.02909469604492,282690400
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.52058029174805,243278000
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,38.906471252441406,130196800
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.6237907409668,162579600
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,40.95430374145508,204588800
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.82172393798828,160704400
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,40.684417724609375,135722000
2018-02-21,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,40.49976348876953,149886400
2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,40.838294982910156,123967600
2018-02-23,43.41749954223633,43.912498474121094,43.3849983215332,43.875,41.54853820800781,135249600
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.37002944946289,152648800
2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,42.232723236083984,155712400
2018-02-28,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,42.168800354003906,151128400
2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.430152893066406,195208000
2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.71662139892578,153816000
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,41.861045837402344,113605600
2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.825531005859375,95154000
2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.43726348876953,126814000
2018-03-08,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,41.88943862915039,95096400
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.6091423034668,128740800
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.02108383178711,128828400
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.606781005859375,126774000
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,42.24456024169922,117473600
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,42.29426956176758,90975200
2018-03-16,44.662498474121094,44.779998779296875,44.404998779296875,44.505001068115234,42.14513397216797,157618800
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,41.501182556152344,133787200
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,41.48698425292969,78597600
2018-03-21,43.7599983215332,43.772499084472656,42.814998626708984,42.817501068115234,40.54710388183594,148219600
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,39.974185943603516,165963200
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.04852294921875,164115200
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,40.902225494384766,150164800
2018-03-27,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,39.85344314575195,163690400
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,39.41310501098633,166674000
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,39.72087097167969,153594000
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,39.460453033447266,150347200
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,39.865291595458984,121112000
2018-04-04,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,40.62759780883789,138422000
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,40.90933609008789,107732800
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,39.8629264831543,140021200
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,40.25827407836914,116070800
2018-04-10,43.25,43.5,42.88249969482422,43.3125,41.01586151123047,113634400
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,40.82408905029297,89726400
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,41.226566314697266,91557200
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,41.36623764038086,100497200
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,41.624290466308594,86313600
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.19721221923828,106421600
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.102516174316406,83018000
2018-04-19,43.439998626708984,43.84749984741211,43.165000915527344,43.20000076293945,40.90933609008789,139235200
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.233177185058594,261964400
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.11954879760742,146062000
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,38.57502746582031,134768000
2018-04-25,40.654998779296875,41.35499954223633,40.602500915527344,40.912498474121094,38.74311828613281,113528400
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,38.8780632019043,111852000
2018-04-27,41.0,41.08250045776367,40.157501220703125,40.58000183105469,38.42826461791992,142623200
2018-04-30,40.532501220703125,41.814998626708984,40.459999084472656,41.314998626708984,39.1242790222168,169709600
2018-05-01,41.602500915527344,42.29999923706055,41.317501068115234,42.275001525878906,40.03337097167969,214277600
2018-05-02,43.807498931884766,44.4375,43.45000076293945,44.14250183105469,41.80186080932617,266157600
2018-05-03,43.970001220703125,44.375,43.61000061035156,44.22249984741211,41.87760925292969,136272800
2018-05-04,44.5625,46.0625,44.54249954223633,45.95750045776367,43.52061080932617,224805200
2018-05-07,46.29499816894531,46.91749954223633,46.1875,46.290000915527344,43.835479736328125,169805600
2018-05-08,46.247501373291016,46.55500030517578,45.91749954223633,46.51250076293945,44.04618453979492,113611200
2018-05-09,46.63750076293945,46.849998474121094,46.30500030517578,46.84000015258789,44.356319427490234,92844800
2018-05-10,46.935001373291016,47.592498779296875,46.912498474121094,47.5099983215332,44.990787506103516,111957200
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,44.81967544555664,104848800
2018-05-14,47.252498626708984,47.38249969482422,46.96500015258789,47.037498474121094,44.71510314941406,83115200
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,44.308719635009766,94780800
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,44.72224044799805,76732400
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,44.439422607421875,69176000
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,44.2778205871582,73190800
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,44.59152603149414,73603200
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,44.47982406616211,60962800
2018-05-23,46.587501525878906,47.125,46.439998626708984,47.09000015258789,44.7650146484375,80233600
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.037498474121094,44.71510314941406,92936000
2018-05-25,47.057498931884766,47.412498474121094,46.912498474121094,47.14500045776367,44.817298889160156,69844000
2018-05-29,46.900001525878906,47.1875,46.717498779296875,46.974998474121094,44.65568542480469,90056400
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,44.56062698364258,74762000
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.717498779296875,44.4109001159668,109931200
2018-06-01,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,45.2118034362793,93770000
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.58968734741211,105064800
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,45.941410064697266,86264000
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.10063934326172,83734400
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,45.9770622253418,85388800
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.55878829956055,106627200
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.447086334228516,73234000
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,45.69662857055664,67644400
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.321128845214844,86553600
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.34489059448242,86440400
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,44.87909698486328,246876800
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,44.85532760620117,73939600
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.13046646118164,134314000
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.32298278808594,82514800
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.07581329345703,102847600
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,43.947479248046875,108801600
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.293914794921875,126652400
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,43.831024169921875,98276800
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.7668571472168,101141200
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.08531951904297,69460800
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,43.99263381958008,90950800
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.48457717895508,70925200
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,43.7098274230957,55819200
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.06154251098633,66416800
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.67232894897461,69940800
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.2926139831543,79026400
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.23795700073242,63756400
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.650936126708984,75326000
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.399559020996094,72164400
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,45.470848083496094,50055600
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.371036529541016,60172400
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,45.499366760253906,62138000
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.24984359741211,65573600
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.6015625,81147200
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.49699401855469,82704800
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.53739929199219,63957600
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,45.867740631103516,74791600
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.3002815246582,66839600
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.155303955078125,76304000
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.387672424316406,96096000
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.13337707519531,84118000
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.223690032958984,157492000
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,47.8878173828125,271742800
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.287620544433594,249616000
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.43022155761719,133789600
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,49.686885833740234,101701600
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.2210807800293,102349600
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.254356384277344,90102000
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.64173889160156,93970400
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.49386215209961,98444800
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,49.81344223022461,103563600
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.02330780029297,82992000
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.14017868041992,115230400
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,50.874732971191406,114001600
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,51.89070510864258,141708000
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.38509750366211,121150800
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.2849235534668,104639200
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.28731918334961,76072400
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.392250061035156,75532800
2018-08-24,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.55204391479492,73905600
2018-08-27,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,51.9765510559082,82100400
2018-08-28,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.396297454833984,91107200
2018-08-29,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.17853546142578,109019200
2018-08-30,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,53.66744613647461,195175200
2018-08-31,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.28752136230469,173360400
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.46162414550781,109560400
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.106258392333984,133332000
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.207157135009766,137160000
2018-09-07,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,52.77788162231445,150479200
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.06954574584961,158066000
2018-09-11,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,53.386024475097656,142996000
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,52.72303771972656,197114800
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,53.99656295776367,166825600
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.38364028930664,127997200
2018-09-17,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,51.96224594116211,148780400
2018-09-18,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,52.048099517822266,126286800
2018-09-19,54.625,54.904998779296875,53.82500076293945,54.592498779296875,52.0791015625,108495200
2018-09-20,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,52.475006103515625,106435200
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,51.9097785949707,384986800
2018-09-24,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,52.656246185302734,110773600
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,52.99013137817383,98217600
2018-09-26,55.25,55.9375,54.939998626708984,55.10499954223633,52.56800842285156,95938800
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,53.64836883544922,120724800
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,53.83677291870117,91717600
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,54.19927978515625,94403200
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,54.68102264404297,99152800
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.34641647338867,114619200
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.373374938964844,128168000
2018-10-05,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.490962982177734,134322000
2018-10-08,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.3669548034668,118655600
2018-10-09,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,54.106258392333984,107564000
2018-10-10,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,51.59973907470703,167962400
2018-10-11,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.14421844482422,212497600
2018-10-12,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,52.97105407714844,161351600
2018-10-15,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,51.83823013305664,123164000
2018-10-16,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,52.98059844970703,116736000
2018-10-17,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,52.75164031982422,91541600
2018-10-18,54.46500015258789,54.935001373291016,53.25,54.005001068115234,51.518653869628906,130325200
2018-10-19,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,52.30328369140625,132314800
2018-10-22,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,52.62285614013672,115168400
2018-10-23,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,53.11891555786133,155071200
2018-10-24,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,51.29684829711914,163702000
2018-10-25,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,52.42014694213867,119423200
2018-10-26,53.974998474121094,55.04750061035156,53.16749954223633,54.07500076293945,51.58542251586914,189033600
2018-10-29,54.79750061035156,54.92250061035156,51.522499084472656,53.060001373291016,50.61715316772461,183742000
2018-10-30,52.787498474121094,53.79499816894531,52.317501068115234,53.32500076293945,50.86996078491211,146640000
2018-10-31,54.220001220703125,55.11249923706055,54.154998779296875,54.71500015258789,52.19596862792969,153435600
2018-11-01,54.76250076293945,55.59000015258789,54.20249938964844,55.55500030517578,52.997283935546875,233292800
2018-11-02,52.38750076293945,53.412498474121094,51.35749816894531,51.869998931884766,49.48194122314453,365314800
2018-11-05,51.07500076293945,51.09749984741211,49.54249954223633,50.397499084472656,48.07722854614258,264654800
2018-11-06,50.47999954223633,51.18000030517578,50.42250061035156,50.942501068115234,48.597145080566406,127531600
2018-11-07,51.49250030517578,52.51499938964844,51.032501220703125,52.48749923706055,50.07101058959961,133697600
2018-11-08,52.494998931884766,52.529998779296875,51.6875,52.122501373291016,49.896305084228516,101450400
2018-11-09,51.38750076293945,51.502498626708984,50.5625,51.11750030517578,48.93423080444336,137463200
2018-11-12,49.75,49.962501525878906,48.4474983215332,48.54249954223633,46.46921157836914,204542000
2018-11-13,47.907501220703125,49.29499816894531,47.86249923706055,48.057498931884766,46.00491714477539,187531600
2018-11-14,48.474998474121094,48.619998931884766,46.48249816894531,46.70000076293945,44.70541000366211,243204000
2018-11-15,47.09749984741211,47.99250030517578,46.724998474121094,47.852500915527344,45.808692932128906,185915200
2018-11-16,47.625,48.74250030517578,47.3650016784668,48.38249969482422,46.316043853759766,147713200
2018-11-19,47.5,47.67499923706055,46.247501373291016,46.46500015258789,44.480445861816406,167701200
2018-11-20,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,42.35526657104492,271300800
2018-11-21,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,42.307395935058594,124496800
2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.23284149169922,94496000
2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,41.79046630859375,179994000
2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,41.699527740478516,165549600
2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.302982330322266,184250000
2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,42.970314025878906,167080000
2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,42.738182067871094,158126000
2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.23155212402344,163210000
2018-12-04,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,42.28586196899414,165377200
2018-12-06,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,41.814395904541016,172393600
2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.323421478271484,169126400
2018-12-10,41.25,42.522499084472656,40.83250045776367,42.400001525878906,40.58906173706055,248104000
2018-12-11,42.915000915527344,42.9474983215332,41.75,42.157501220703125,40.35691833496094,189126800
2018-12-12,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,40.469398498535156,142510800
2018-12-13,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,40.91214370727539,127594400
2018-12-14,42.25,42.27000045776367,41.31999969482422,41.369998931884766,39.603057861328125,162814800
2018-12-17,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.23450469970703,177151600
2018-12-18,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,39.744258880615234,135366000
2018-12-19,41.5,41.86249923706055,39.772499084472656,40.22249984741211,38.50457000732422,196189200
2018-12-20,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,37.53291702270508,259092000
2018-12-21,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,36.07305908203125,382978400
2018-12-24,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,35.139686584472656,148676800
2018-12-26,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,37.614288330078125,234330000
2018-12-27,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,37.370174407958984,212468400
2018-12-28,39.375,39.630001068115234,38.63750076293945,39.057498931884766,37.38932418823242,169165600
2018-12-31,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,37.75069046020508,140014000
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.79377746582031,148158800
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.02925109863281,365248800
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.4819221496582,234428400
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.4029541015625,219111200
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.07784652709961,164101200
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.69050979614258,180396400
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.80777359008789,143122800
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.44639205932617,108092800
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.89833450317383,129756800
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.63307189941406,114843600
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.080596923828125,122278800
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.30077362060547,119284800
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.530521392822266,135004000
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.688114166259766,121576000
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.83647918701172,92522400
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.54451370239258,101766000
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.75548553466797,134142000
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.40608215332031,104768400
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.018375396728516,166348800
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.54800796508789,244439200
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.83280563354492,162958400
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.85194778442383,130672400
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.98394775390625,125982000
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.685157775878906,144406400
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.699527740478516,112958400
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.90975570678711,126966800
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.957820892333984,95280000
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.722286224365234,83973600
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.07319259643555,89134000
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.90254211425781,89960800
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.05156326293945,87342800
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,40.96022415161133,98507200
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.08280563354492,75891200
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.34718322753906,104457600
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.11405944824219,68998800
